date,temp_max,temp_min,rainfall,windspeed,temp_max_lag1,temp_max_lag2,temp_max_lag3,temp_min_lag1,temp_rolling_7d,temp_range_lag1,rainfall_lag1,month,day_of_year
2022-08-14,32.7,26.1,5.5,17.3,33.2,33.7,28.7,26.3,32.51428571428572,6.900000000000002,0.8,8,226
2022-08-15,31.0,25.6,1.6,18.4,32.7,33.2,33.7,26.1,32.800000000000004,6.600000000000001,5.5,8,227
2022-08-16,30.2,25.4,8.4,32.4,31.0,32.7,33.2,25.6,32.471428571428575,5.399999999999999,1.6,8,228
2022-08-17,32.0,25.2,0.3,23.2,30.2,31.0,32.7,25.4,32.0,4.800000000000001,8.4,8,229
2022-08-18,33.4,25.5,0.8,13.5,32.0,30.2,31.0,25.2,31.642857142857142,6.800000000000001,0.3,8,230
2022-08-19,34.0,26.5,0.5,18.4,33.4,32.0,30.2,25.5,32.31428571428571,7.899999999999999,0.8,8,231
2022-08-20,30.5,24.5,6.8,12.4,34.0,33.4,32.0,26.5,32.357142857142854,7.5,0.5,8,232
2022-08-21,33.5,25.6,0.3,10.5,30.5,34.0,33.4,24.5,31.97142857142857,6.0,6.8,8,233
2022-08-22,32.9,25.8,6.5,16.2,33.5,30.5,34.0,25.6,32.08571428571429,7.899999999999999,0.3,8,234
2022-08-23,33.1,25.9,1.2,32.7,32.9,33.5,30.5,25.8,32.357142857142854,7.099999999999998,6.5,8,235
2022-08-24,32.3,25.8,0.7,19.2,33.1,32.9,33.5,25.9,32.771428571428565,7.200000000000003,1.2,8,236
2022-08-25,33.6,25.0,0.5,7.0,32.3,33.1,32.9,25.8,32.81428571428571,6.4999999999999964,0.7,8,237
2022-08-26,34.8,26.5,0.5,16.0,33.6,32.3,33.1,25.0,32.84285714285714,8.600000000000001,0.5,8,238
2022-08-27,35.0,27.5,1.2,21.1,34.8,33.6,32.3,26.5,32.957142857142856,8.299999999999997,0.5,8,239
2022-08-28,35.5,27.5,0.1,21.5,35.0,34.8,33.6,27.5,33.6,7.5,1.2,8,240
2022-08-29,34.8,27.2,0.6,14.1,35.5,35.0,34.8,27.5,33.885714285714286,8.0,0.1,8,241
2022-08-30,36.8,26.3,0.0,11.3,34.8,35.5,35.0,27.2,34.15714285714286,7.599999999999998,0.6,8,242
2022-08-31,36.8,27.7,0.2,19.8,36.8,34.8,35.5,26.3,34.68571428571429,10.499999999999996,0.0,8,243
2022-09-01,36.8,27.8,0.5,14.5,36.8,36.8,34.8,27.7,35.32857142857143,9.099999999999998,0.2,9,244
2022-09-02,36.7,27.4,0.0,13.1,36.8,36.8,36.8,27.8,35.785714285714285,8.999999999999996,0.5,9,245
2022-09-03,37.7,27.5,0.0,22.2,36.7,36.8,36.8,27.4,36.05714285714286,9.300000000000004,0.0,9,246
2022-09-04,36.8,27.7,0.0,21.0,37.7,36.7,36.8,27.5,36.44285714285714,10.200000000000003,0.0,9,247
2022-09-05,36.2,27.0,0.0,15.8,36.8,37.7,36.7,27.7,36.628571428571426,9.099999999999998,0.0,9,248
2022-09-06,37.4,27.0,0.0,11.9,36.2,36.8,37.7,27.0,36.82857142857143,9.200000000000003,0.0,9,249
2022-09-07,37.3,27.1,0.0,14.6,37.4,36.2,36.8,27.0,36.91428571428571,10.399999999999999,0.0,9,250
2022-09-08,36.6,26.6,0.0,12.9,37.3,37.4,36.2,27.1,36.98571428571428,10.199999999999996,0.0,9,251
2022-09-09,35.0,27.7,0.2,12.1,36.6,37.3,37.4,26.6,36.957142857142856,10.0,0.0,9,252
2022-09-10,34.2,24.8,3.1,16.2,35.0,36.6,37.3,27.7,36.714285714285715,7.300000000000001,0.2,9,253
2022-09-11,33.6,24.5,3.7,15.0,34.2,35.0,36.6,24.8,36.214285714285715,9.400000000000002,3.1,9,254
2022-09-12,35.0,26.9,1.0,16.6,33.6,34.2,35.0,24.5,35.75714285714286,9.100000000000001,3.7,9,255
2022-09-13,34.2,25.1,1.6,28.8,35.0,33.6,34.2,26.9,35.58571428571428,8.100000000000001,1.0,9,256
2022-09-14,30.5,25.2,6.1,30.2,34.2,35.0,33.6,25.1,35.128571428571426,9.100000000000001,1.6,9,257
2022-09-15,30.1,24.2,9.2,23.2,30.5,34.2,35.0,25.2,34.15714285714286,5.300000000000001,6.1,9,258
2022-09-16,30.9,23.4,13.4,15.1,30.1,30.5,34.2,24.2,33.228571428571435,5.900000000000002,9.2,9,259
2022-09-17,33.5,23.5,0.8,14.5,30.9,30.1,30.5,23.4,32.642857142857146,7.5,13.4,9,260
2022-09-18,33.2,23.2,0.4,12.1,33.5,30.9,30.1,23.5,32.542857142857144,10.0,0.8,9,261
2022-09-19,33.5,24.7,0.0,13.0,33.2,33.5,30.9,23.2,32.48571428571429,10.000000000000004,0.4,9,262
2022-09-20,32.0,23.9,2.4,9.3,33.5,33.2,33.5,24.7,32.27142857142857,8.8,0.0,9,263
2022-09-21,31.5,24.5,1.7,10.5,32.0,33.5,33.2,23.9,31.957142857142856,8.100000000000001,2.4,9,264
2022-09-22,26.8,23.6,33.9,17.7,31.5,32.0,33.5,24.5,32.1,7.0,1.7,9,265
2022-09-23,28.0,23.5,48.2,17.7,26.8,31.5,32.0,23.6,31.62857142857143,3.1999999999999993,33.9,9,266
2022-09-24,27.0,23.4,41.5,22.8,28.0,26.8,31.5,23.5,31.214285714285715,4.5,48.2,9,267
2022-09-25,30.8,23.5,0.9,16.0,27.0,28.0,26.8,23.4,30.285714285714285,3.6000000000000014,41.5,9,268
2022-09-26,31.0,22.6,0.1,14.8,30.8,27.0,28.0,23.5,29.942857142857143,7.300000000000001,0.9,9,269
2022-09-27,31.4,22.6,0.0,13.5,31.0,30.8,27.0,22.6,29.585714285714285,8.399999999999999,0.1,9,270
2022-09-28,32.1,22.9,0.2,10.5,31.4,31.0,30.8,22.6,29.5,8.799999999999997,0.0,9,271
2022-09-29,31.6,22.8,0.0,14.8,32.1,31.4,31.0,22.9,29.585714285714285,9.200000000000003,0.2,9,272
2022-09-30,31.9,23.0,0.0,14.3,31.6,32.1,31.4,22.8,30.27142857142857,8.8,0.0,9,273
2022-10-01,32.5,23.2,0.0,12.0,31.9,31.6,32.1,23.0,30.828571428571426,8.899999999999999,0.0,10,274
2022-10-02,33.1,22.8,0.0,13.4,32.5,31.9,31.6,23.2,31.61428571428571,9.3,0.0,10,275
2022-10-03,33.2,23.0,0.0,22.9,33.1,32.5,31.9,22.8,31.942857142857147,10.3,0.0,10,276
2022-10-04,32.7,23.1,0.0,15.1,33.2,33.1,32.5,23.0,32.25714285714286,10.200000000000003,0.0,10,277
2022-10-05,31.7,22.9,0.1,14.6,32.7,33.2,33.1,23.1,32.44285714285714,9.600000000000001,0.0,10,278
2022-10-06,30.7,23.1,0.0,13.4,31.7,32.7,33.2,22.9,32.385714285714286,8.8,0.1,10,279
2022-10-07,26.1,23.0,1.1,14.8,30.7,31.7,32.7,23.1,32.25714285714286,7.599999999999998,0.0,10,280
2022-10-08,23.6,21.5,37.2,16.2,26.1,30.7,31.7,23.0,31.428571428571427,3.1000000000000014,1.1,10,281
2022-10-09,25.9,21.0,47.1,18.1,23.6,26.1,30.7,21.5,30.157142857142862,2.1000000000000014,37.2,10,282
2022-10-10,27.7,21.2,1.6,14.9,25.9,23.6,26.1,21.0,29.128571428571426,4.899999999999999,47.1,10,283
2022-10-11,26.6,20.9,2.7,9.4,27.7,25.9,23.6,21.2,28.342857142857145,6.5,1.6,10,284
2022-10-12,28.3,20.0,0.0,10.7,26.6,27.7,25.9,20.9,27.471428571428568,5.700000000000003,2.7,10,285
2022-10-13,29.0,19.0,0.0,14.1,28.3,26.6,27.7,20.0,26.985714285714288,8.3,0.0,10,286
2022-10-14,29.4,19.0,0.0,14.8,29.0,28.3,26.6,19.0,26.742857142857144,10.0,0.0,10,287
2022-10-15,29.5,18.7,0.0,12.3,29.4,29.0,28.3,19.0,27.214285714285715,10.399999999999999,0.0,10,288
2022-10-16,29.9,18.2,0.0,9.9,29.5,29.4,29.0,18.7,28.057142857142853,10.8,0.0,10,289
2022-10-17,30.2,18.2,0.0,10.8,29.9,29.5,29.4,18.2,28.62857142857143,11.7,0.0,10,290
2022-10-18,30.4,18.3,0.0,10.8,30.2,29.9,29.5,18.2,28.985714285714288,12.0,0.0,10,291
2022-10-19,30.0,18.7,0.0,12.1,30.4,30.2,29.9,18.3,29.52857142857143,12.099999999999998,0.0,10,292
2022-10-20,30.2,18.5,1.1,11.2,30.0,30.4,30.2,18.7,29.77142857142857,11.3,0.0,10,293
2022-10-21,29.9,17.1,0.0,9.7,30.2,30.0,30.4,18.5,29.942857142857143,11.7,1.1,10,294
2022-10-22,29.0,18.0,0.0,11.8,29.9,30.2,30.0,17.1,30.01428571428571,12.799999999999997,0.0,10,295
2022-10-23,28.5,15.9,0.0,8.7,29.0,29.9,30.2,18.0,29.94285714285714,11.0,0.0,10,296
2022-10-24,29.4,16.5,0.0,13.0,28.5,29.0,29.9,15.9,29.74285714285714,12.6,0.0,10,297
2022-10-25,29.2,16.2,0.0,18.7,29.4,28.5,29.0,16.5,29.628571428571426,12.899999999999999,0.0,10,298
2022-10-26,29.8,16.9,0.0,9.1,29.2,29.4,28.5,16.2,29.45714285714286,13.0,0.0,10,299
2022-10-27,30.0,16.9,0.0,9.4,29.8,29.2,29.4,16.9,29.428571428571427,12.900000000000002,0.0,10,300
2022-10-28,29.9,17.0,0.0,9.6,30.0,29.8,29.2,16.9,29.4,13.100000000000001,0.0,10,301
2022-10-29,29.2,17.3,0.0,8.3,29.9,30.0,29.8,17.0,29.4,12.899999999999999,0.0,10,302
2022-10-30,29.5,16.6,0.0,11.2,29.2,29.9,30.0,17.3,29.428571428571427,11.899999999999999,0.0,10,303
2022-10-31,29.2,16.1,0.0,8.4,29.5,29.2,29.9,16.6,29.571428571428573,12.899999999999999,0.0,10,304
2022-11-01,30.0,17.2,0.0,10.3,29.2,29.5,29.2,16.1,29.542857142857144,13.099999999999998,0.0,11,305
2022-11-02,29.1,17.7,0.0,13.9,30.0,29.2,29.5,17.2,29.657142857142855,12.8,0.0,11,306
2022-11-03,30.4,18.0,0.0,13.9,29.1,30.0,29.2,17.7,29.557142857142857,11.400000000000002,0.0,11,307
2022-11-04,30.6,20.7,0.0,8.7,30.4,29.1,30.0,18.0,29.614285714285717,12.399999999999999,0.0,11,308
2022-11-05,29.9,19.5,0.0,13.2,30.6,30.4,29.1,20.7,29.714285714285715,9.900000000000002,0.0,11,309
2022-11-06,29.2,19.0,0.0,9.4,29.9,30.6,30.4,19.5,29.814285714285717,10.399999999999999,0.0,11,310
2022-11-07,30.4,18.3,0.6,14.3,29.2,29.9,30.6,19.0,29.771428571428572,10.2,0.0,11,311
2022-11-08,28.6,17.7,6.9,25.2,30.4,29.2,29.9,18.3,29.942857142857143,12.099999999999998,0.6,11,312
2022-11-09,27.0,16.4,0.1,8.2,28.6,30.4,29.2,17.7,29.74285714285714,10.900000000000002,6.9,11,313
2022-11-10,25.8,17.2,0.0,12.8,27.0,28.6,30.4,16.4,29.442857142857143,10.600000000000001,0.1,11,314
2022-11-11,26.1,15.5,0.0,18.3,25.8,27.0,28.6,17.2,28.785714285714285,8.600000000000001,0.0,11,315
2022-11-12,26.2,15.4,0.0,19.7,26.1,25.8,27.0,15.5,28.142857142857142,10.600000000000001,0.0,11,316
2022-11-13,26.5,14.8,0.0,19.2,26.2,26.1,25.8,15.4,27.61428571428571,10.799999999999999,0.0,11,317
2022-11-14,27.5,15.1,0.0,15.3,26.5,26.2,26.1,14.8,27.228571428571428,11.7,0.0,11,318
2022-11-15,26.5,15.2,0.0,11.8,27.5,26.5,26.2,15.1,26.814285714285713,12.4,0.0,11,319
2022-11-16,25.0,15.8,0.0,17.0,26.5,27.5,26.5,15.2,26.514285714285712,11.3,0.0,11,320
2022-11-17,24.2,13.4,0.0,21.3,25.0,26.5,27.5,15.8,26.228571428571428,9.2,0.0,11,321
2022-11-18,24.1,12.1,0.0,13.1,24.2,25.0,26.5,13.4,26.0,10.799999999999999,0.0,11,322
2022-11-19,24.0,11.6,0.0,10.0,24.1,24.2,25.0,12.1,25.714285714285715,12.000000000000002,0.0,11,323
2022-11-20,25.0,11.6,0.0,13.2,24.0,24.1,24.2,11.6,25.400000000000002,12.4,0.0,11,324
2022-11-21,25.4,12.4,0.0,15.6,25.0,24.0,24.1,11.6,25.185714285714287,13.4,0.0,11,325
2022-11-22,25.0,12.6,0.0,14.8,25.4,25.0,24.0,12.4,24.88571428571429,12.999999999999998,0.0,11,326
2022-11-23,24.9,11.6,0.0,18.3,25.0,25.4,25.0,12.6,24.671428571428574,12.4,0.0,11,327
2022-11-24,24.9,12.1,0.0,14.6,24.9,25.0,25.4,11.6,24.657142857142862,13.299999999999999,0.0,11,328
2022-11-25,24.7,11.1,0.0,11.0,24.9,24.9,25.0,12.1,24.757142857142856,12.799999999999999,0.0,11,329
2022-11-26,24.8,11.6,0.0,15.1,24.7,24.9,24.9,11.1,24.842857142857145,13.6,0.0,11,330
2022-11-27,24.5,11.1,0.0,9.7,24.8,24.7,24.9,11.6,24.957142857142856,13.200000000000001,0.0,11,331
2022-11-28,24.2,9.9,0.0,9.1,24.5,24.8,24.7,11.1,24.885714285714283,13.4,0.0,11,332
2022-11-29,24.0,10.2,0.0,9.2,24.2,24.5,24.8,9.9,24.714285714285715,14.299999999999999,0.0,11,333
2022-11-30,23.8,11.4,0.0,9.4,24.0,24.2,24.5,10.2,24.571428571428573,13.8,0.0,11,334
2022-12-01,23.5,11.1,0.0,11.1,23.8,24.0,24.2,11.4,24.414285714285715,12.4,0.0,12,335
2022-12-02,23.4,10.9,0.0,8.1,23.5,23.8,24.0,11.1,24.214285714285715,12.4,0.0,12,336
2022-12-03,23.7,10.9,0.0,7.6,23.4,23.5,23.8,10.9,24.02857142857143,12.499999999999998,0.0,12,337
2022-12-04,23.5,11.3,0.0,12.0,23.7,23.4,23.5,10.9,23.87142857142857,12.799999999999999,0.0,12,338
2022-12-05,22.3,10.4,0.0,8.3,23.5,23.7,23.4,11.3,23.728571428571428,12.2,0.0,12,339
2022-12-06,22.6,10.9,0.0,17.6,22.3,23.5,23.7,10.4,23.457142857142856,11.9,0.0,12,340
2022-12-07,23.0,11.3,0.0,21.2,22.6,22.3,23.5,10.9,23.257142857142856,11.700000000000001,0.0,12,341
2022-12-08,22.8,10.9,0.0,15.2,23.0,22.6,22.3,11.3,23.142857142857142,11.7,0.0,12,342
2022-12-09,23.5,10.7,0.0,12.6,22.8,23.0,22.6,10.9,23.042857142857144,11.9,0.0,12,343
2022-12-10,25.0,10.4,0.0,11.2,23.5,22.8,23.0,10.7,23.057142857142857,12.8,0.0,12,344
2022-12-11,25.1,11.5,0.0,12.1,25.0,23.5,22.8,10.4,23.242857142857144,14.6,0.0,12,345
2022-12-12,24.6,11.4,0.0,13.2,25.1,25.0,23.5,11.5,23.47142857142857,13.600000000000001,0.0,12,346
2022-12-13,24.4,11.3,0.0,20.4,24.6,25.1,25.0,11.4,23.8,13.200000000000001,0.0,12,347
2022-12-14,22.1,11.1,0.0,19.4,24.4,24.6,25.1,11.3,24.057142857142857,13.099999999999998,0.0,12,348
2022-12-15,21.5,9.0,0.0,17.1,22.1,24.4,24.6,11.1,23.928571428571427,11.000000000000002,0.0,12,349
2022-12-16,21.2,8.6,0.0,13.1,21.5,22.1,24.4,9.0,23.74285714285714,12.5,0.0,12,350
2022-12-17,21.6,8.2,0.0,11.9,21.2,21.5,22.1,8.6,23.414285714285715,12.6,0.0,12,351
2022-12-18,21.5,8.3,0.0,9.6,21.6,21.2,21.5,8.2,22.928571428571427,13.400000000000002,0.0,12,352
2022-12-19,21.4,8.9,0.0,10.1,21.5,21.6,21.2,8.3,22.414285714285715,13.2,0.0,12,353
2022-12-20,20.8,8.6,0.0,10.1,21.4,21.5,21.6,8.9,21.95714285714286,12.499999999999998,0.0,12,354
2022-12-21,20.5,7.6,0.0,10.0,20.8,21.4,21.5,8.6,21.442857142857143,12.200000000000001,0.0,12,355
2022-12-22,20.2,8.5,0.0,10.5,20.5,20.8,21.4,7.6,21.214285714285715,12.9,0.0,12,356
2022-12-23,18.9,7.7,0.0,10.7,20.2,20.5,20.8,8.5,21.02857142857143,11.7,0.0,12,357
2022-12-24,18.9,8.4,0.0,15.0,18.9,20.2,20.5,7.7,20.7,11.2,0.0,12,358
2022-12-25,17.1,6.5,0.0,13.7,18.9,18.9,20.2,8.4,20.314285714285713,10.499999999999998,0.0,12,359
2022-12-26,18.4,6.2,0.0,10.9,17.1,18.9,18.9,6.5,19.685714285714287,10.600000000000001,0.0,12,360
2022-12-27,18.8,7.1,0.0,18.4,18.4,17.1,18.9,6.2,19.257142857142856,12.2,0.0,12,361
2022-12-28,19.6,7.8,0.0,19.8,18.8,18.4,17.1,7.1,18.971428571428568,11.700000000000001,0.0,12,362
2022-12-29,20.2,9.4,0.0,12.2,19.6,18.8,18.4,7.8,18.842857142857145,11.8,0.0,12,363
2022-12-30,20.7,11.1,0.0,13.9,20.2,19.6,18.8,9.4,18.842857142857145,10.799999999999999,0.0,12,364
2022-12-31,19.0,9.6,0.0,17.3,20.7,20.2,19.6,11.1,19.099999999999998,9.6,0.0,12,365
2023-01-01,18.3,7.8,0.0,8.7,19.0,20.7,20.2,9.6,19.11428571428571,9.4,0.0,1,1
2023-01-02,18.1,6.2,0.0,9.2,18.3,19.0,20.7,7.8,19.285714285714285,10.5,0.0,1,2
2023-01-03,16.5,6.0,0.0,9.7,18.1,18.3,19.0,6.2,19.24285714285714,11.900000000000002,0.0,1,3
2023-01-04,16.5,5.4,0.0,11.2,16.5,18.1,18.3,6.0,18.914285714285715,10.5,0.0,1,4
2023-01-05,15.4,5.3,0.0,10.2,16.5,16.5,18.1,5.4,18.47142857142857,11.1,0.0,1,5
2023-01-06,14.1,4.8,0.0,10.9,15.4,16.5,16.5,5.3,17.785714285714285,10.100000000000001,0.0,1,6
2023-01-07,15.2,3.8,0.0,13.2,14.1,15.4,16.5,4.8,16.842857142857145,9.3,0.0,1,7
2023-01-08,17.0,5.7,0.0,14.2,15.2,14.1,15.4,3.8,16.3,11.399999999999999,0.0,1,8
2023-01-09,17.4,5.7,0.0,7.7,17.0,15.2,14.1,5.7,16.114285714285714,11.3,0.0,1,9
2023-01-10,18.4,7.4,0.0,14.4,17.4,17.0,15.2,5.7,16.014285714285712,11.7,0.0,1,10
2023-01-11,19.6,7.6,0.0,13.7,18.4,17.4,17.0,7.4,16.285714285714285,10.999999999999998,0.0,1,11
2023-01-12,20.0,9.8,0.1,16.0,19.6,18.4,17.4,7.6,16.72857142857143,12.000000000000002,0.0,1,12
2023-01-13,18.5,10.6,18.2,16.6,20.0,19.6,18.4,9.8,17.385714285714286,10.2,0.1,1,13
2023-01-14,17.0,7.9,0.0,17.1,18.5,20.0,19.6,10.6,18.014285714285712,7.9,18.2,1,14
2023-01-15,15.2,5.4,0.0,15.9,17.0,18.5,20.0,7.9,18.271428571428572,9.1,0.0,1,15
2023-01-16,15.5,3.7,0.0,13.3,15.2,17.0,18.5,5.4,18.014285714285712,9.799999999999999,0.0,1,16
2023-01-17,16.4,3.5,0.0,14.4,15.5,15.2,17.0,3.7,17.74285714285714,11.8,0.0,1,17
2023-01-18,16.5,3.2,0.0,10.6,16.4,15.5,15.2,3.5,17.45714285714286,12.899999999999999,0.0,1,18
2023-01-19,18.4,6.4,0.3,15.5,16.5,16.4,15.5,3.2,17.014285714285712,13.3,0.0,1,19
2023-01-20,19.6,9.6,0.0,14.9,18.4,16.5,16.4,6.4,16.785714285714285,11.999999999999998,0.3,1,20
2023-01-21,20.5,6.9,0.0,8.7,19.6,18.4,16.5,9.6,16.942857142857143,10.000000000000002,0.0,1,21
2023-01-22,21.6,8.1,0.0,10.6,20.5,19.6,18.4,6.9,17.442857142857143,13.6,0.0,1,22
2023-01-23,22.8,8.4,0.0,10.0,21.6,20.5,19.6,8.1,18.357142857142858,13.500000000000002,0.0,1,23
2023-01-24,21.2,13.1,11.3,23.2,22.8,21.6,20.5,8.4,19.400000000000002,14.4,0.0,1,24
2023-01-25,21.0,11.9,1.0,11.5,21.2,22.8,21.6,13.1,20.085714285714285,8.1,11.3,1,25
2023-01-26,19.0,9.9,0.0,16.4,21.0,21.2,22.8,11.9,20.728571428571428,9.1,1.0,1,26
2023-01-27,18.5,7.5,0.0,17.4,19.0,21.0,21.2,9.9,20.814285714285713,9.1,0.0,1,27
2023-01-28,20.7,6.5,0.0,15.3,18.5,19.0,21.0,7.5,20.657142857142855,11.0,0.0,1,28
2023-01-29,16.4,8.3,4.2,15.2,20.7,18.5,19.0,6.5,20.685714285714287,14.2,0.0,1,29
2023-01-30,16.1,10.4,10.2,22.3,16.4,20.7,18.5,8.3,19.942857142857143,8.099999999999998,4.2,1,30
2023-01-31,20.5,9.6,0.0,20.7,16.1,16.4,20.7,10.4,18.985714285714288,5.700000000000001,10.2,1,31
2023-02-01,19.9,9.4,0.0,19.7,20.5,16.1,16.4,9.6,18.88571428571429,10.9,0.0,2,32
2023-02-02,21.5,9.4,0.0,19.4,19.9,20.5,16.1,9.4,18.728571428571428,10.499999999999998,0.0,2,33
2023-02-03,22.4,9.6,0.0,16.7,21.5,19.9,20.5,9.4,19.085714285714285,12.1,0.0,2,34
2023-02-04,22.6,10.3,0.0,18.7,22.4,21.5,19.9,9.6,19.642857142857142,12.799999999999999,0.0,2,35
2023-02-05,23.2,10.9,0.0,14.3,22.6,22.4,21.5,10.3,19.914285714285715,12.3,0.0,2,36
2023-02-06,25.1,10.4,0.0,11.5,23.2,22.6,22.4,10.9,20.885714285714283,12.299999999999999,0.0,2,37
2023-02-07,23.4,13.1,0.0,18.2,25.1,23.2,22.6,10.4,22.17142857142857,14.700000000000001,0.0,2,38
2023-02-08,22.5,10.1,0.0,16.1,23.4,25.1,23.2,13.1,22.585714285714285,10.299999999999999,0.0,2,39
2023-02-09,25.8,9.9,0.0,15.3,22.5,23.4,25.1,10.1,22.957142857142856,12.4,0.0,2,40
2023-02-10,25.5,12.9,0.0,15.9,25.8,22.5,23.4,9.9,23.571428571428573,15.9,0.0,2,41
2023-02-11,25.9,13.3,0.0,16.6,25.5,25.8,22.5,12.9,24.014285714285712,12.6,0.0,2,42
2023-02-12,21.9,10.6,0.0,23.8,25.9,25.5,25.8,13.3,24.485714285714288,12.599999999999998,0.0,2,43
2023-02-13,21.0,9.8,0.0,27.9,21.9,25.9,25.5,10.6,24.3,11.299999999999999,0.0,2,44
2023-02-14,23.5,10.9,0.0,19.3,21.0,21.9,25.9,9.8,23.714285714285715,11.2,0.0,2,45
2023-02-15,25.6,12.8,0.0,20.9,23.5,21.0,21.9,10.9,23.728571428571428,12.6,0.0,2,46
2023-02-16,26.1,11.5,0.0,11.0,25.6,23.5,21.0,12.8,24.171428571428574,12.8,0.0,2,47
2023-02-17,26.6,13.3,0.0,9.9,26.1,25.6,23.5,11.5,24.214285714285715,14.600000000000001,0.0,2,48
2023-02-18,26.4,12.5,0.0,10.5,26.6,26.1,25.6,13.3,24.37142857142857,13.3,0.0,2,49
2023-02-19,27.9,14.8,0.0,10.4,26.4,26.6,26.1,12.5,24.442857142857143,13.899999999999999,0.0,2,50
2023-02-20,30.6,15.2,0.0,12.0,27.9,26.4,26.6,14.8,25.300000000000004,13.099999999999998,0.0,2,51
2023-02-21,29.0,15.1,0.0,14.2,30.6,27.9,26.4,15.2,26.671428571428574,15.400000000000002,0.0,2,52
2023-02-22,28.4,13.4,0.0,14.1,29.0,30.6,27.9,15.1,27.45714285714286,13.9,0.0,2,53
2023-02-23,27.4,13.9,0.0,18.9,28.4,29.0,30.6,13.4,27.857142857142858,14.999999999999998,0.0,2,54
2023-02-24,27.9,13.0,0.0,14.5,27.4,28.4,29.0,13.9,28.04285714285714,13.499999999999998,0.0,2,55
2023-02-25,28.4,13.4,0.0,9.9,27.9,27.4,28.4,13.0,28.228571428571428,14.899999999999999,0.0,2,56
2023-02-26,29.5,14.4,0.0,13.1,28.4,27.9,27.4,13.4,28.514285714285712,14.999999999999998,0.0,2,57
2023-02-27,29.8,15.6,0.0,15.0,29.5,28.4,27.9,14.4,28.74285714285714,15.1,0.0,2,58
2023-02-28,29.3,14.2,0.0,15.7,29.8,29.5,28.4,15.6,28.628571428571426,14.200000000000001,0.0,2,59
2023-03-01,29.7,15.6,0.0,17.5,29.3,29.8,29.5,14.2,28.67142857142857,15.100000000000001,0.0,3,60
2023-03-02,30.0,15.1,0.0,14.8,29.7,29.3,29.8,15.6,28.857142857142858,14.1,0.0,3,61
2023-03-03,30.5,16.8,0.0,18.1,30.0,29.7,29.3,15.1,29.22857142857143,14.9,0.0,3,62
2023-03-04,29.8,17.5,0.0,17.3,30.5,30.0,29.7,16.8,29.599999999999998,13.7,0.0,3,63
2023-03-05,29.6,16.3,0.0,20.8,29.8,30.5,30.0,17.5,29.8,12.3,0.0,3,64
2023-03-06,28.7,15.9,0.0,17.9,29.6,29.8,30.5,16.3,29.814285714285713,13.3,0.0,3,65
2023-03-07,28.7,15.8,0.0,13.8,28.7,29.6,29.8,15.9,29.657142857142855,12.799999999999999,0.0,3,66
2023-03-08,28.1,14.8,0.2,14.5,28.7,28.7,29.6,15.8,29.571428571428573,12.899999999999999,0.0,3,67
2023-03-09,27.5,15.9,0.5,13.8,28.1,28.7,28.7,14.8,29.342857142857145,13.3,0.2,3,68
2023-03-10,29.1,15.5,0.0,15.1,27.5,28.1,28.7,15.9,28.985714285714284,11.6,0.5,3,69
2023-03-11,30.0,16.2,0.0,13.0,29.1,27.5,28.1,15.5,28.785714285714285,13.600000000000001,0.0,3,70
2023-03-12,31.9,17.0,0.0,11.9,30.0,29.1,27.5,16.2,28.814285714285717,13.8,0.0,3,71
2023-03-13,32.0,17.5,0.0,15.8,31.9,30.0,29.1,17.0,29.142857142857142,14.899999999999999,0.0,3,72
2023-03-14,31.5,17.2,0.0,22.2,32.0,31.9,30.0,17.5,29.614285714285717,14.5,0.0,3,73
2023-03-15,32.2,17.2,0.0,20.4,31.5,32.0,31.9,17.2,30.014285714285716,14.3,0.0,3,74
2023-03-16,31.9,19.0,0.1,23.0,32.2,31.5,32.0,17.2,30.6,15.000000000000004,0.0,3,75
2023-03-17,28.5,19.5,1.7,16.7,31.9,32.2,31.5,19.0,31.22857142857143,12.899999999999999,0.1,3,76
2023-03-18,26.8,16.7,0.3,22.3,28.5,31.9,32.2,19.5,31.142857142857142,9.0,1.7,3,77
2023-03-19,25.1,15.2,0.7,12.0,26.8,28.5,31.9,16.7,30.685714285714283,10.100000000000001,0.3,3,78
2023-03-20,23.6,16.1,24.3,17.5,25.1,26.8,28.5,15.2,29.71428571428572,9.900000000000002,0.7,3,79
2023-03-21,23.0,14.6,3.2,10.8,23.6,25.1,26.8,16.1,28.514285714285712,7.5,24.3,3,80
2023-03-22,26.3,14.0,0.0,10.1,23.0,23.6,25.1,14.6,27.300000000000004,8.4,3.2,3,81
2023-03-23,28.0,15.4,0.0,14.7,26.3,23.0,23.6,14.0,26.457142857142856,12.3,0.0,3,82
2023-03-24,27.5,17.2,15.8,23.1,28.0,26.3,23.0,15.4,25.900000000000002,12.6,0.0,3,83
2023-03-25,26.2,17.4,1.1,19.8,27.5,28.0,26.3,17.2,25.75714285714286,10.3,15.8,3,84
2023-03-26,27.5,16.5,0.0,14.0,26.2,27.5,28.0,17.4,25.671428571428574,8.8,1.1,3,85
2023-03-27,26.8,15.4,0.0,18.3,27.5,26.2,27.5,16.5,26.014285714285712,11.0,0.0,3,86
2023-03-28,28.1,15.2,0.0,17.4,26.8,27.5,26.2,15.4,26.47142857142857,11.4,0.0,3,87
2023-03-29,30.8,16.6,0.2,11.8,28.1,26.8,27.5,15.2,27.2,12.900000000000002,0.0,3,88
